,store,store_name,branch,user,content,score,big_cate
1484,9181,KFC,응암역점,163709,"['크리스', '마리', '파리', '타워', '버거', '세트', '평소', 'kfc', '좋아하다', '응암', '제일', '별로', '치킨', '감자', '버거', '식다', '치킨', '언제', '튀기다', '건지다', '뻑뻑', '감자', '튀기다', '오래되다', '식다', '데우다', '느낌', '파리', '타워', '버거', '치킨', '치즈', '패티', '상태', '제품', '자체', '코크', '다이어트', '코크', '모두', '이상하다', '버리다', '마지막', '점원', '기분', '안좋다', '신지', '뭔가', '불편하다', '못마땅하다', '표정', '응대', '불편하다', '기분', '다운', '느끼다']",2,치킨
1490,9210,KFC,서초동점,673813,"['퇴근', '아주', '간단하다', '맥주', '한잔', '가기', '가성']",4,치킨
1492,9222,KFC,개농점,70650,"['해장', '역시', '햄버거', '느끼하다', '담백하다', '오묘하다', '계속']",4,치킨
1493,9227,KFC,영통씨네점,469245,"['역시', '영통', 'kfc', '많다', '추억', '남기다', '가게']",5,치킨
1494,9235,KFC,염창동점,674425,"['새롭다', 'kfc', '메뉴', '닭똥집', '튀김', '맛있다', '많다', '배달', '많다', '바쁘다', '보이다', '치킨', '맛있다']",3,치킨
1546,9623,ME3,서대문점,593182,"['거리', '호프', '음식', '호프', '안주']",3,"피자,파스타,스테이크"
1612,10024,OK목장,광양서천점,93668,"['돼지고기', '두툼', '냄새', '안나', '맛있다', '막창', '별로', '라면', '너구리', '오동통', '맛있다', '\n\n', '나중', '소고기']",4,고기
1613,10024,OK목장,광양서천점,63707,"['삼겹살', '맛있다', '막창', '냄새', '늘다', '소스', '찍다', '맛있다', '사장', '친절하다', '바쁘다', '기도', '굽다', '실내', '넓다', '답답하다', '하진', '주차', '걱정', '전용', '주차장']",4,고기
1720,10849,TGIF,디큐브시티점,724982,"['매장', '굉장하다', '넓다', '창가', '야경', '친구', '세트', '메뉴', '푸다', '구성', '고요']",3,"피자,파스타,스테이크"
1721,10849,TGIF,디큐브시티점,70650,"['소스', '베다', '싱겁다', '치킨', '샐러드', '허니', '머스타드', '소스', '베이컨', '소스', '아쉽다']",3,"피자,파스타,스테이크"
1722,10849,TGIF,디큐브시티점,65360,"['아웃백', '갈다', 'TGIF', '아웃백', '싸다', '그럭저럭', '번째', '사진', '스테이크', '양념', '되어다', '메뉴', '이름', '안나', '번째', '사진', '메뉴', '솔직하다', '아깝다']",3,"피자,파스타,스테이크"
1723,10852,TGIF,광복점,130044,"['백화점', '방문', '메다', '쿠팡', '세트', '메뉴', '쿠폰', '용하다', '저렴하다', '맛있다']",4,"피자,파스타,스테이크"
1736,10868,TGI프라이데이스,노원점,327561,"['감자', '튀김', '눅눅하다', '전체', '맛있다', '엄마', '여동생', '함께', '세트', '푸다']",4,"피자,파스타,스테이크"
1776,11120,The진국,부천역점,155061,"['맛있다', '아주머니', '친절하다', '24시간', '영업', '제일']",5,한식
1777,11120,The진국,부천역점,320671,"['아주머니', '친절하다', '가게', '깔끔하다', '고기', '양도', '되게', '많다', '맛있다']",4,한식
1784,11129,The철판,경희대점,49805,"['솔직하다', '대학가', '비싸다', '편입', '그래도', '리코', '두부', '맛있다', '음식', '짜다']",3,고기
1802,11320,Volume.163 by 달콤커피,동탄하우스점,225757,"['조용하다', '분위기', '대화', '편안하다', '커피', '얼음', '커피', '약하다']",3,카페
1856,11680,가나안 덕,일산점,224934,"['오리고기', '상태', '야채', '모두', '국내', '산이', '믿다', '손님', '많다', '서비스', '떨어지다', '한가지']",3,한식
1858,11680,가나안 덕,일산점,632495,"['주말', '저녁', '대기', '수도', '식당', '주변', '차다', '이쁘다', '오리가', '랜덤', '평범하다']",3,한식
1865,11700,가나안덕,본점,290317,"['애니', '규모', '크다', '오리', '이집', '오리', '굽다', '굽다', '고구마', '녹두', '마무리']",4,한식
1867,11700,가나안덕,본점,316557,"['오리고기', '최고']",5,한식
1869,11700,가나안덕,본점,668872,"['가나안', '오리고기', '맛있다']",5,한식
1871,11700,가나안덕,본점,65101,"['다시다', '안감', '주방', '무슨', '일이', '벌어지다', '다시다', '토나오다']",1,한식
1872,11700,가나안덕,본점,673991,"['느끼하다', '고구마', '굽다', '녹두', '죽도']",4,한식
1922,11997,가락동 리어카포차,진주하대점,315210,"['지나다', '눈길', '멸치', '국수', '아주', '맛있다', '홍보', '치킨', '바로', '술안주', '위주', '어묵', '저렴하다', '어묵', '쓰다', '쫄깃했구', '육수', '미리', '우려', '놓다', '쓰시', '건지다', '감칠맛', '최고', '처음', '자극', '국물', '맛있다', '끓다', '짜지다', '경향', '여기다', '끓다', '더욱', '맛있다', '육해', '가짜', '불향', '기르다', '입히다', '리릭', '볶다', '최고', '주방', '완전', '오픈', '유리창', '안쪽', '보이다', '요리', '천장', '치솟다', '튀김', '새우', '튀김', '서비스', '이렇다', '센스', '추천', '해드리다', '\n\n', '다만', '한가지', '아쉽다', '육해', '대비', '아쉽다', '느끼다']",5,한식
1923,11997,가락동 리어카포차,진주하대점,87774,"['하대동', '오픈', '한지', '얼마', '안되다', '가게', '음식', '사장', '손맛', '밑반찬', '메뉴', '주문', '음식', '맛있다', '서비스', '새우', '튀김', '튀김', '맛있다', '아주', '친절하다', '깔끔하다']",5,한식
1978,12270,가르텐비어,경기금정점,116387,"['여기다', '체인점', '지점', '다르다', '양도', '푸다', '특히', '피자', '종류', '맛있다', '만들다', '피자', '고요', '피맥', '치맥', '\n ', '요리', '종류', '차다', '맛있다', '방일', '사모님', '솜씨', '골뱅이', '오뎅', '메뉴', '맛있다', '\n\n', '자리', '넓다', '회식', '여러', '동네', '이면', '오래되다', '한결같다']",5,술
2046,12553,가마솥 국밥 보쌈,공주중동점,354493,"['열무', '비빔국수', '열무', '비빔', '장이', '맛있다', '여름', '입맛', '돋다', '제격', '음식', '국밥', '새우젓', '다데기', '이용', '더욱', '깔끔하다', '원하다', '새우젓', '대신', '소금']",3,한식
2047,12553,가마솥 국밥 보쌈,공주중동점,13096,"['여관', '건물', '개조', '만들다', '구조', '재다']",4,한식
2048,12555,가마솥 나주곰탕,용산아이파크몰점,79647,"['갈비탕', '곰탕', '국물', '비슷하다', '가마솥', '나주', '곰탕', '아이파크몰', '용산', '민자역사', '국군', 'TMO', '중식', '레스토랑', '닫다', '자리', '들어오다', '음식점', '하나', '내부', '50', '규모', '적당하다', '공간', '떨어지다', '인테리어', '자체', '전형', '국밥집', '익숙하다', '느낌', '줍다', '떡갈비', '세트', '곰탕', '그릇', '딸리다', '떡갈비', '굽다', '불맛', '내다', '이외', '스모크', '갈비탕', '갈비', '많다', '당면', '원가', '절감', '흔적', '보이다', '곰탕', '갈비탕', '무난', '국물', '베이스', '거의', '\n\n', '차이점', '갈비', '대다', '차이', '때문', '곰탕', '편이', '가성', '낫다', '자체', '무난', '전반', '여행객', '상대로', '밥집', '인상', '받다', '종업원', '숙련', '낮다', '펴다', '식사', '무료', '주차', '시간', '가능하다']",2,한식
2098,13156,가마치통닭,전주에코시티점,389728,"['옛날', '통닭', '퍽퍽', '육즙', '촉촉하다', '껍질', '부분', '맛있다']",5,치킨
2099,13157,가마치통닭,부평점,725789,"['요새', '메이저', '치킨', '비싸다', '동네', '치킨', '여기다', '뭔가', '불만족', '스럽다', '이유', '모르다', '뭔가', '별로', '전체', '별로']",3,치킨
2100,13158,가마치통닭,금촌점,63797,"['새롭다', '생기다', '얼마', '돼다', '깔끔하다', '싸다', '간식', '먹기', '많다', '직원', '친절하다']",4,치킨
2101,13159,가마치통닭,통영죽림점,52424,"['양념', '맛있다', '후라이드', '닭똥집', '맛있다', '편이', '한번', '매장', '시간', '기다리다', '적도', '맛있다', '참다']",4,치킨
2102,13159,가마치통닭,통영죽림점,249570,"['싸다', '튀김', '바삭', '친구', '여러', '맛있다', '편의점', '사가다', '편의점', '사서', '양념', '소스', '맛있다', '아쉽다', '꼽자', '느리다', '빼다']",5,치킨
2103,13159,가마치통닭,통영죽림점,113705,"['친절하다', '야식', '먹기', '안성맞춤', '통구이', '마리', '똥집', '튀김', '맥주', '안주', '딱이다']",5,치킨
2104,13159,가마치통닭,통영죽림점,132643,"['싸다', '맛있다', '주문', '늦다', '별하나', '빼다']",4,치킨
2152,13332,가배도,삼청점,32143,"['커피', '맛없다', '말차', '티라미수', '찐득텁텁', '별로', '테이블', '간격', '넓다', '분위기', '방문', '의사']",2,카페
2442,14509,가인채,동수원점,469245,"['여자친구', '차다', '좋아하다', '맛집', '다양하다', '부페', '새브샤브']",5,한식
2443,14509,가인채,동수원점,399142,"['야채', '무제한', '새다', '맛있다', '음식', '후식', '아이스크림', '그게', '꿀맛', '새브샤브', '자체', '야채', '보충', '갈다', '한번']",5,한식
2444,14509,가인채,동수원점,29538,"['홈플러스', '식사', '보기', '식당', '평범하다', '일반', '샤브샐바입니']",3,한식
2456,14561,가장 맛있는 족발,을지로3가점,350771,"['평범', '무난', '족발', '양도', '족발', '맵다', '족발', '얼마', '맵다', '아쉽다', '족발', '찾기', '귀찮다', '가도']",3,"족발, 보쌈"
2458,14564,가장 맛있는 족발,고양원당점,168720,"['식당', '이름', '그대로', '가장', '맛있다', '족발', '비법', '궁금하다']",5,"족발, 보쌈"
2462,14596,가장맛있는족발,뚝섬역점,46373,"['족발', '오향', '족발', '느끼하다', '적당하다', '족발', '체인', '이기', '때문', '접근성', '느끼하다', '잡다', '족발', '추천', '족발', '맛있다']",4,"족발, 보쌈"
2463,14597,가장맛있는족발,잠실신천점,157628,"['신천', '족발', '찾다', '가족', '방문', '\n\n', '매콤', '조화', '위해', '족발', '주문', '불향', '가득하다', '맵다', '족발', '언제', '맛있다', '약간', '인위', '불맛', '이기다', '해도', '족발', '감다', '쫄깃', '냄새', '프랜차이즈', '족발', '느끼다', '\n\n', '맵다', '족발', '인하다', '달래다', '주먹밥', '필수', '피스', '주문', '달달', '\n\n', '인원', '이상일', '막국수', '주문', '매콤', '달콤하다', '추천', '콩나물국', '맛있다', '콩나물국']",4,"족발, 보쌈"
2464,14597,가장맛있는족발,잠실신천점,322844,"['족발', '맛있다', '소주', '부르다', '맛임', '쫄깃', '탱탱하다', '살코기', '촉촉하다', '야구', '시즌', '야구', '관람객', '손님', '많다', '인지', '되게', '흥겹다', '분위기']",4,"족발, 보쌈"
2465,14598,가장맛있는족발,무거점,390564,"['지인', '족발', '체인점', '전국', '가장', '많다', '\n\n', '준수', '한편', '크게', '흠잡다', '족발', '집임']",4,"족발, 보쌈"
2467,14612,가장맛있는족발,답십리역점,504746,"['이제', '모르다', '찾기', '힘드다', '프렌', '이즈', '어느', '지점', '대부분', '평균', '이상', '가족', '보이', '일단', '족발', '가끔', '매콤', '당기다', '불족', '불향', '물씬', '풍기', '매콤', '소주', '부르다']",4,"족발, 보쌈"
2468,14612,가장맛있는족발,답십리역점,935084,"['프랜차이즈', '프랜차이즈', '족발', '마니아', '필자', '개인', '프랜차이즈', '즐기다', '찾다', '프랜차이즈', '맞다', '만큼', '아주', '맛있다', '족발', '뽐내다', '맵다', '맛있다', '그건', '여느', '가족', '맛보다', '답십리', '인근', '족발', '거의', '섭렵', '쓰다']",5,"족발, 보쌈"
2471,14648,가장맛있는족발,화곡역점,45315,"['사진', '트이다', '이만', '이처', '둘이서', '배부르다', '가족', '지점', '최소', '금액', '쎄다', '여기다', '배달']",5,"족발, 보쌈"
2478,14702,가장맛있는족발,동대문점,363254,"['점심', '메뉴', '할인', '받다', '보씸', '정식', '푸다', '맛있다']",5,"족발, 보쌈"
2485,14758,가장맛있는족발,노원점,781898,"['깔끔하다', '실내', '한결같다', '보장', '곁들이다', '셀프']",3,"족발, 보쌈"
2486,14758,가장맛있는족발,노원점,391153,"['맛있다', '족발', '맛있다', '소란', '먹기', '도딱']",5,"족발, 보쌈"
2490,14773,가장맛있는족발,서울대입구점,138679,"['족발', '맛집', '찾다', '가장', '맛있다', '족발', '추천', '냄새', '안나', '맛있다', '쟁반', '막국수', '매콤', '맛있다']",5,"족발, 보쌈"
2600,15213,가츠몽,역삼점,237668,"['게살', '볶음밥', '돈까스', '확실하다', '히레까스', '맛있다', '우동', '면도', '냉동', '맛있다', '비싸다']",4,"돈가스,회,일식"
2601,15215,가츠몽,광장점,372209,"['평범하다', '돈까스', '전문점', '깔끔하다', '메뉴', '다양하다', '이용', '지역', '가츠몽', '양도', '푸다']",4,"돈가스,회,일식"
2611,15233,가츠몽,마포역점,170161,"['바쁘다', '잠깐', '등록', '안되다', '등록', '신청', '평범하다', '고기', '신선하다']",3,"돈가스,회,일식"
2622,15247,가츠시,고대직영점,423674,"['푸다', '안심', '돈까스', '맛있다', '서비스', '콜라', '줍다']",4,"돈가스,회,일식"
2721,15893,갈릭쿡앤스토리,역촌점,174016,"['저렴하다', '편입', '크게', '뛰어나다', '만해', '아이', '가면']",3,"피자,파스타,스테이크"
2749,16036,갈매기학교,상인점,32659,"['일단', '이름', '갈매기', '학교', '끼다', '아래', '사진', '양념', '갈매기', '인분', '충격', '양임', '몇번', '집다', '없어지다', '기본', '인분', '어이없다', '저렇게', '적다', '가보다', '암튼', '대패', '새우', '인분', '인분', '개다', '적다', '대패', '새우', '익히다', '10분', '넘다', '34000원', '아깝다', '역대', '최악', '음식점']",1,고기
2750,16036,갈매기학교,상인점,728850,"['금요일', '저녁', '가도', '한산하다', '옛날', '엉터리', '고기', '기존', '단골', '잡다', '삼겹살', '무한리필', '메뉴', '그거', '절대', '세번', '리필', '이렇다', '고기', '줍다', '\n\n', '갈매기', '학교', '갈매기살', '기본', '삼겹살', '굽다', '약하다', '\n\n', '밑반찬', '종류', '적다', '김치', '마늘', '양파', '절임', '적다', '갖다', '계속', '돼다', '처음', '적당하다', '\n\n', '도자기', '쌀밥', '25분', '미리', '공기밥', '금방', '갖다', '된장찌개', '동안', '가보다', '고깃집', '역대', '짜다', '필요', '하나', '부어', '차라리', '\n\n', '알바생', '불친절하다', '하나', '주문', '농땡', '피우다', '늦다', '가져다주다', '알바', '잘못', '사장', '금요일', '평소', '얼마나', '자리', '비우다', '\n\n', '롯데', '백화점', '상가', '자리', '세도', '비싸다', '이렇게', '모르다']",3,고기
