,store,store_name,branch,user,content,score,big_cate
79820,314537,웰미가,천안본점,251567,"['전날', '아침', '해장', '짭짤하다', '먹기', '술안주', '가게', '부도', '깔끔하다']",5,한식
79821,314539,웰미가,본점,397331,"['처음', '가보다', '가게', '깔끔하다', '크다', '셀프', '코너', '샐러드', '콩나물', '국밥', '짜다', '편이']",3,아시안요리
79913,315264,위클,양재점,28724,"['처음', '가보다', '자전거', '카페', '영동', '대교', '양재천', '빨갛다', '계단', '올라오다', '자전거', '가지', '용품', '구매', '고치다', '대교', '야외', '자리', '자전거', '거기', '다가', '잠시', '파킹', '\n\n', '커피', '의외로', '자전거', '타고', '쉬다', '목축', '갈다', '주로', '사과', '라떼', '아아', '주문', '아아', '가지', '커피', '공간', '크다', '아담하다', '\n\n', '브롬', '스트라', '자전거', '헬멧', '안장', '판매', '상담', '받다', '직원', '친절하다', '방문', '훈훈하다', '자전거', '좋아하다', '자녀', '경차', '차도', '한잔']",4,카페
79944,315428,유가네,서면본점,170611,"['볶음밥', '고기', '냉면', '감칠맛', '맛있다']",4,한식
79966,315486,유가네 닭갈비,본점,132144,"['다르다', '조리', '바로']",3,한식
79967,315487,유가네 닭갈비,대학로점,171597,"['손님', '많다', '직원', '부족하다', '느끼다', '처음', '아무', '안내', '가만히', '직원', '안내', '착석', '유가', '닭갈비', '적다', '인원', '맞다', '매번', '적다', '인원', '볶음밥', '차다', '나쁘다', '비싸다', '많다', '방문', '의사']",3,한식
79970,315496,유가네 한우곰탕,해운대점,132144,"['여기저기', '다니다', '국밥', '늘다', '손가락', '국물', '우러났', '한편', '내용물', '성하다', '아이스크림', '하나', '소소하다', '행복', '잇다', '해운대', '이마트', '쇼핑', '간단하다']",5,한식
79971,315497,유가네 한우곰탕,전민점,362995,"['역시', '해장국', '전문점', '가야', '양도', '무뚝뚝하다', '서빙']",2,한식
79983,315545,유가네닭갈비,해운대점,190080,"['직원', '분들', '친절하다', '우동', '국물', '떨어지다', '아쉽다', '저렴하다', '채우다']",5,한식
79985,315549,유가네닭갈비,무전동점,49936,"['미리', '연락', '방문', '닭갈비', '볶다', '놓다', '바로', '점심때', '닭갈비', '도시락', '주문', '먹기', '다만', '간이', '짜다', '편이', '깃밥', '필수', '추가']",4,한식
79986,315549,유가네닭갈비,무전동점,2340,"['치즈', '사리', '라면', '사리', '추가', '맛있다', '자리', '볶다']",5,한식
79987,315555,유가네닭갈비,본점,170611,"['볶음밥', '싸다', '고기', '중간', '중간', '간단하다', '먹기']",4,한식
79988,315555,유가네닭갈비,본점,111719,"['닭갈비', '지점', '약간', '다르다', '특히', '볶음밥', '아쉽다', '취향', '문제', '이기다', '맞다']",3,한식
79991,315563,유가네닭갈비,노량진점,192285,"['주차', '불가능', '가깝다', '샐러드', '셀프', '닭갈비', '조리', '가져다주다', '튀다', '좌석', '많다']",4,한식
79992,315563,유가네닭갈비,노량진점,45157,"['배고프다', '갈다', '고민', '간만', '닭갈비', '유가', '선택', '자극', '맛있다', '느껴지다', '남자친구', '맵다', '모두', '셀프']",4,한식
79993,315566,유가네닭갈비,연신내점,364545,"['닭갈비', '잇다', '마지막', '볶다', '잇다', '겨울', '별미']",4,한식
80013,315698,유가네한우곰탕,노량진점,134383,"['가성', '노량진', '밥집', '\n\n', '매장', '넓다', '소면', '무제한', '\n\n', '빠르다', '국물', '진하다']",4,한식
80035,315864,유나인,종암점,362703,"['체적', '맛있다', '개인', '크다', '돈까스', '해장', '메뉴']",5,"돈가스,회,일식"
80055,316008,유달리,석촌호수점,237668,"['과일', '달달', '맛있다', '일로', '만들다', '음료', '만족', '만족', '만족']",5,카페
80056,316008,유달리,석촌호수점,70650,"['단언컨대', '잠실', '이만', '분위기', '저렴하다', '수박', '과일', '갈아', '완전', '뀰맛', '보틀']",5,카페
80057,316008,유달리,석촌호수점,218901,"['송리단길', '카페', '만석', '바퀴', '돌다', '과일', '쥬스', '텀블러']",3,카페
80058,316008,유달리,석촌호수점,129333,"['과일', '쥬스', '종류', '많다', '많다']",3,카페
80059,316008,유달리,석촌호수점,131428,"['수박', '쥬스', '맛있다', '인테리어', '귀엽다', '제일', '텀블러', '음료', '담다', '텀블러', '가져가다']",4,카페
80060,316008,유달리,석촌호수점,783096,"['텀블러', '인상', '평균', '이상', '상각', '손님', '많다', '시끌벅적', '인테리어', '개성']",4,카페
80061,316009,유달리,서면점,743374,"['플라스틱', '보틀', '과일', '주스', '담다', '줍다', '비싸다', '의자', '불편하다', '오래', '돼다']",2,카페
80062,316009,유달리,서면점,848846,"['이리저리', '검색', '한번', '가보다', '보틀', '보틀', '귀엽다', '통통하다', '평가', '초코바나나', '별로', '딸기', '당근', '친구', '맛있다', '아이스', '아메', '커피', '준수', '쓴맛', '많다', '원래', '시럽', '맛있다', '쓴맛', '많다', '평일', '오후', '2시', '넘어서다', '그래도', '어느', '참고']",4,카페
80100,316075,유동커피,센텀점,68632,"['제주도', '시작', '유동', '커피', '매장', '분위기', '이쁘다']",4,카페
80119,316104,유락반점,신당동점,96583,"['유락', '반점', '신당동', '대표', '화교', '중국요리', '고추', '짬뽕', '삼선', '간짜장', '사천', '탕수육', '역시', '적당하다', '간과', '양념', '신선하다', '성하다', '재료', '그릇', '조리', '훌륭하다', '중국어', '난무', '활기차다', '명랑하다', '가장', '마음', '바로', '청결하다', '식당', '화장실', '주방', '모두', '끼다']",5,중식
80136,316199,유로코피자,하남미사지구,253490,"['독특하다', '보이다', '피자', '종류', '피자', '주문', '장점', '도우']",3,"피자,파스타,스테이크"
80152,316235,유리카모메,선릉점,361727,"['선릉', '유리카모메', '방문', '점심식사', '해결', '우동', '계시다', '돈카츠', '선택', '튀김', '아주', '바삭', '고기', '두께', '상당하다', '두껍다', '질감', '아주', '부드럽다', '대비', '비햐', '서다', '비싸다', '느끼다', '양으로', '따다']",4,"돈가스,회,일식"
80153,316235,유리카모메,선릉점,283160,"['#선릉역맛집', '#유리카모메', '#유부우동', '유명하다', '김치', '유부', '우동', '먹음', '맛있다', '시원하다']",2,"돈가스,회,일식"
80154,316235,유리카모메,선릉점,133993,"['선릉역', '회사', '옮기다', '처음', '가보다', '기대하다', '비싸다', '고장', '계속', '부딪히다', '소리', '고치다', '뻔하다']",3,"돈가스,회,일식"
80242,316536,유미마라탕,군자점,72749,"['제일', '순하다', '맵다', '무난', '상궈', '포장', '먹기']",3,중식
80351,316903,유아히어카페,명동본점,133993,"['명동', '수박', '쥬스', '넘다', '비싸다', '깜놀', '노점', '4000원', '팔다', '쥬스', '7000원']",4,카페
80408,317103,유자유김치떡볶이,신촌점,106056,"['달콤하다', '옛날', '떡볶이', '떡볶이', '하나로', '이서', '배부르다', '이상', '가면', '사이드', '메뉴', '좋아하다', '유자', '유도', '주문']",4,분식
80409,317103,유자유김치떡볶이,신촌점,470723,"['떡볶이', '\n\n', '일반', '떡볶이', '유사하다', '그렇게', '특색', '가게', '가끔', '익숙하다', '한잔', '가기', '\n\n', '다만', '술집', '안주', '개념', '떡볶이', '니드', '들이다', '제법', '계시다', '\n\n', '굳이', '갈다', '이유']",3,분식
80412,317116,유장춘닭개장,서평택포승점,22981,"['일단', '나름', '포승', '유명하다', '국물', '맑다', '맵다', '좋아하다', '주로', '맵다', '닭개장', '주문', '잇다', '배달', '안되다', '아쉽다', '양은', '푸다', '짐해']",4,한식
80413,317122,유장춘닭개장,안성점,190104,"['맛있다', '완전', '추천', '주인', '아저씨', '친절하다', '공기밥', '막걸리', '주전자', '무료', '대박', '👍👍']",5,한식
80414,317122,유장춘닭개장,안성점,222982,"['입맛', '새벽', '5시', '친구', '배고프다', '가보다', '입맛', '공기']",5,한식
80416,317160,유정낙지,구의점,391794,"['갈다', '많다', '복작복작', '정신', '깔끔하다', '맛있다', '낙지', '탱글탱글하다', '두툼', '신선하다', '낙지', '볶음', '맵다', '계속', '얼얼하다', '시원하다', '콩나물국', '계란찜', '낙지', '파전', '궁합', '가게', '주차', '차갑다', '많다', '경우', '불가피하다', '발렛주차', '해주시', '기다', '요금', '따로']",4,한식
80569,317578,유쾌한 회 세꼬시,영통점,134383,"['착하다', '회식', '식당', '방문', '의사']",4,"돈가스,회,일식"
80698,317828,육갈탕,노량진2호점,468444,"['착하다', '맛있다', '육회', '별루', '좋아하다', '맛있다', '지나치다', '도전', '기준', '맛있다', '갈비탕', '김치찌개']",4,한식
80703,317843,육감만족,서곡점,74751,"['족발', '맛있다', '족발', '돼지', '꼬리뼈', '볶음', '절대', '안되다', '근처', '차갑다', '제대로', '데우다', '느낌', '전체', '맛있다']",4,"족발, 보쌈"
80709,317874,육감만족,아차산역점,504746,"['프랜차이즈', '유명하다', '가족', '비교', '손색', '무난', '식사', '둘이서', '짜다', '리만', '배부르다']",4,"족발, 보쌈"
80710,317875,육감만족,충북제천신도시점,9852,"['배달', '족발', '쫀득', '식감', '느껴지다', '상추', '시들다', '아쉬움', '부추', '절임', '맛있다']",4,"족발, 보쌈"
80759,318185,육대장,별내점,628053,"['지금', '비비고', '육개장', '맛없다']",2,"족발, 보쌈"
80785,318244,육대장,김포장기점,521174,"['사장', '친절하다']",5,"족발, 보쌈"
80786,318244,육대장,김포장기점,211215,"['방문', '일정하다', '퀄리티', '음식', '허다', '얼큰하다', '차다', '국밥']",4,"족발, 보쌈"
80787,318244,육대장,김포장기점,394548,"['엄마', '끓이다', '육개장', '육개장', '입맛']",2,"족발, 보쌈"
80792,318269,육대장,삼청점,636781,"['육계장', '칼국수', '설렁탕', '전체', '대파', '크게', '썰다', '특징', '그나마', '덕분', '국물', '깊다', '기본', '느끼다', '어렵다']",1,"족발, 보쌈"
80798,318296,육대장 푸줏간,하이닉스점,174620,"['맛있다', '음식', '믿다', '오픈', '주방', '친절하다', '서비스']",5,고기
80799,318296,육대장 푸줏간,하이닉스점,247847,"['음식점', '깔끔하다', '주방', '바로', '음식', '깔끔하다', '멀다', '멀다', '해도', '육개장', '국물', '끝내주다', '야채', '고기', '이만', '따로', '육개장', '가성', '최고', '강력', '추천']",5,고기
80895,318629,육손곱창전골,구리갈매점,355775,"['구리', '갈매', '육손', '곱창전골', '술안주', '식사', '가게', '깔끔하다', '직원', '친절하다', '곱창전골', '친구', '먹음', '수제', '닭튀김', '세네', '닭튀김', '가게', '생크림', '계란말이', '달다', '어리다', '친구', '좋아하다', '주차', '세대', '가능하다', '보임', '국물', '가게', '깔끔하다']",5,고기
80910,318654,육시리,역삼직영점,280573,"['고기', '당근', '맛있다', '따로', '사이드', '훌륭하다', '고기', '올리다', '나로', '초밥', '팔다', '고기', '올려놓다', '이집', '제공', '묵은지', '그게', 'JMT', '묵은지', '묵은지', '콩국수', '양념', '더하다', '고기랑', '싸다', '특이하다', '맛있다', '회식', '가족', '외식']",5,고기
81010,318938,육전국밥,왕송호수점,430019,"['감칠맛', '부족하다', '육전', '국밥', '넣기', '만들다']",2,한식
81011,318938,육전국밥,왕송호수점,251819,"['친절하다', '생기다', '얼마', '안되다', '깔끔하다', '깨끗하다', '전체', '메뉴', '육전', '부드럽다', '아이', '소고기', '국밥', '고기', '매콤', '막국수', '시원하다', '맛있다']",4,한식
81012,318939,육전국밥,동백점,791637,"['소고기', '국밥', '주로', '소고기', '국밥', '주문', '내용물', '푸다', '아침식사', '먹기']",3,한식
81013,318939,육전국밥,동백점,250513,"['동춘', '175', '푸드코트', '국물', '시원하다']",4,한식
81021,318956,육전밀면,남포점,252216,"['밀면', '써다', '냉면', '근처', '부산', '본점', '본점', '비슷하다', '\n\n', '밀면', '밀가루', '\n\n', '육전', '평범하다', '육수', '지점', '문제', '개인', '체인점', '맞다', '\n\n', '새싹', '올라가다', '나름', '밀면', '퓨전', '음식', '정이', '사실', '\n\n', '이간', '일행', '두세', '젓가락', '그만', '먹음', '\n\n', '재료', '비싸다', '굳이', '입맛', '버리다', '신선하다', '도전', '음식', '실패', '끝나다', '음식']",1,분식
81026,318959,육전식당,5호점,328775,"['통목살', '삼겹살', '구이', '주력', '고깃집', '식사', '메뉴', '백반', '점심', '지인', '분들', '김치', '인분', '뚝배기', '기본', '내주다', '동치미', '놀라다', '만큼', '맛있다', '참고', '식당', '육전']",4,고기
